Chart Number,Bird Species,Admission Date,When Captured,Age,Sex,Address - Captured,City - Captured,Injury Cause,Status
2016-08971,Red-tailed Hawk,16.10.2016,10/16/16 11am,YoY,UNK,18660 Cicero Ave,Country Club Hills,Gunshot,Released
2016-08974,Cedar Waxwing,16.10.2016,10/16/17 2:30 PM,F,UNK,"1001 Warrenville RD, north side",Warrenville,Collision - building,Released
2016-08984,American Woodcock,18.10.2016,10/17/16 12:50 PM,UNK,UNK,"623 S Wabash, no side",Chicago,Collision - building,Released
2016-08993,Hermit Thrush,19.10.2016,10/19/16 8:40 AM,YoY,UNK,Michigan Plaza,Chicago,Collision - building,Died after 24 hrs
2016-08994,Hermit Thrush,19.10.2016,10/19/16 8:04 AM,YoY,UNK,111 E Wacker - S,Chicago,Collision - building,Released
2016-08995,Red-breasted Nuthatch,19.10.2016,10/19/16,A,M,155 N Wacker - E,Chicago,Collision - building,Died after 24 hrs
2016-08996,Brown Creeper,19.10.2016,10/19 9:30 AM,UNK,UNK,Hyatt - S,Chicago,Collision - building,Died before exam
2016-08997,Slate-colored Junco,19.10.2016,10/19/16,YoY,UNK,111 E Wacker - N Side,Chicago,Collision - building,Died within 24 hours
2016-08998,Hermit Thrush,19.10.2016,10/19/16 6:3 AM,YoY,UNK,Arcade Alley,Chicago,Collision - building,Released
2016-08999,Swamp Sparrow,19.10.2016,10/19/16,YoY,UNK,Swiss Hotel - N,Chicago,Collision - building,Released
2016-09000,Winter Wren,19.10.2016,10/19/16 8:35 AM,UNK,UNK,225 Mich Plaza (SE Corner),Chicago,Collision - building,Died before exam
2016-09001,Golden-crowned Kinglet,19.10.2016,10/19/16 7:30 AM,A,M,BCBS (N sd),Chicago,Collision - building,Died before exam
2016-09002,Hermit Thrush,19.10.2016,10/19/16 7:15 AM,YoY,UNK,Kluczynski (N sd),Chicago,Collision - building,Died within 24 hours
2016-09003,Fox Sparrow,19.10.2016,10/19/16 6:15 AM,UNK,UNK,BCBS - S,Chicago,Collision - building,Released
2016-09004,Winter Wren,19.10.2016,10/19/16 7 AM,UNK,UNK,500 W Madison - S,Chicago,Collision - building,Died within 24 hours
2016-09005,Swamp Sparrow,19.10.2016,10/19/16 6:50 AM,UNK,UNK,Hyatt Center - S,Chicago,Collision - building,Released
2016-09012,Brown Creeper,19.10.2016,10/19/16 7:15 AM,UNK,UNK,"Kluczynski, N Side",Chicago,Collision - building,Released
2016-09013,Brown Creeper,19.10.2016,10/19/16 8:20 AM,UNK,UNK,"BCBS, SE corner",Chicago,Collision - building,Released
2016-09014,Brown Creeper,19.10.2016,10/19/16 8:50 AM,UNK,UNK,111 E Wacker,Chicago,Collision - building,Released
2016-09015,Brown Creeper,19.10.2016,10/19/16 7:45 AM,UNK,UNK,"Willis Tower, N Side",Chicago,Collision - building,Released
2016-09016,Golden-crowned Kinglet,19.10.2016,10/19/16 8:10 AM,YoY,UNK,Arcade Alley,Chicago,Collision - building,Released
2016-09017,Golden-crowned Kinglet,19.10.2016,10/19/16 7:41 AM,YoY,UNK,"BCBS, N Side",Chicago,Collision - building,Released
2016-09018,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,"Willis Tower, N Side",Chicago,Collision - building,Released
2016-09019,Golden-crowned Kinglet,19.10.2016,10/19/16 8 AM,A,F,"Willis Tower, E side",Chicago,Collision - building,Released
2016-09020,American Bittern,19.10.2016,10/19/16 2 PM,UNK,UNK,8502 Bailey Road,Darien,Unknown,Released
2016-09021,Golden-crowned Kinglet,19.10.2016,10/19/16 10:42 AM,YoY,UNK,"445 N Dearborn, NW corner",Chicago,Collision - building,Died within 24 hours
2016-09023,Brown Creeper,19.10.2016,10/19/16 1:30 PM,UNK,UNK,71 S Wacker,Chicago,Collision - building,Died before exam
2016-09024,Winter Wren,19.10.2016,10/19/16 11:15 AM,YoY,UNK,353 N. Clark,Chicago,Collision - building,Died within 24 hours
2016-09025,Brown Creeper,19.10.2016,10/19/16 2:30 PM,UNK,UNK,UBS,Chicago,Collision - building,Died within 24 hours
2016-09026,Yellow-bellied Sapsucker,19.10.2016,10/19/16 12:30 PM,YoY,F,10 S Dearborn,Chicago,Collision - building,Died after 24 hrs
2016-09027,Golden-crowned Kinglet,19.10.2016,10/19/16 1:15 PM,A,M,111 S Wacker,Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09028,Golden-crowned Kinglet,19.10.2016,10/19/16 10 AM,A,M,"321 N. Clark, South side",Chicago,Collision - building,Died within 24 hours
2016-09029,Winter Wren,19.10.2016,10/19/16 12 PM,YoY,UNK,"181 W. Madison, SW",Chicago,Collision - building,Died within 24 hours
2016-09030,Slate-colored Junco,19.10.2016,10/19/16 7:30 AM,UNK,UNK,"Franklin Lake Self-Park, north",Chicago,Collision - building,Released
2016-09031,Yellow-bellied Sapsucker,19.10.2016,10/19/16 7:30 AM,UNK,UNK,"Kluckzinski Building, south",Chicago,Collision - building,Released
2016-09032,Hermit Thrush,19.10.2016,10/19/16 7 AM,UNK,UNK,"Willis Tower, north",Chicago,Collision - building,Released
2016-09033,Slate-colored Junco,19.10.2016,10/19/16,UNK,UNK,"233 Michigan Plaza, east side",Chicago,Collision - building,Released
2016-09034,Song Sparrow,19.10.2016,10/19/16 7:45 AM,UNK,UNK,"150 S Wacker, north side",Chicago,Collision - building,Released
2016-09035,Swamp Sparrow,19.10.2016,10/19/16 6:45 AM,UNK,UNK,"1 S Wacker, north side",Chicago,Collision - building,Released
2016-09036,Slate-colored Junco,19.10.2016,10/19/16 7:30 AM,UNK,UNK,"175 W Washington, north side",Chicago,Collision - building,Released
2016-09037,Hermit Thrush,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09038, White-throated Sparrow,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09039, White-throated Sparrow,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09040,Hermit Thrush,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09041,Hermit Thrush,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09042,Slate-colored Junco,19.10.2016,10/19/16,YoY,F,,Chicago,Collision - building,Released
2016-09043,Slate-colored Junco,19.10.2016,10/19/16,A,M,,Chicago,Collision - building,Released
2016-09044,Slate-colored Junco,19.10.2016,10/19/16,A,M,,Chicago,Collision - building,Released
2016-09045,Slate-colored Junco,19.10.2016,10/19/16,YoY,M,,Chicago,Collision - building,Released
2016-09046,Slate-colored Junco,19.10.2016,10/19/16,A,F,,Chicago,Collision - building,Released
2016-09048,Slate-colored Junco,19.10.2016,10/19/16,A,F,,Chicago,Collision - building,Released
2016-09049,Slate-colored Junco,19.10.2016,10/19/16,A,F,,Chicago,Collision - building,Released
2016-09050,Slate-colored Junco,19.10.2016,10/19/16,A,F,,Chicago,Collision - building,Released
2016-09051,Slate-colored Junco,19.10.2016,10/19/16,A,F,,Chicago,Collision - building,Released
2016-09053,Slate-colored Junco,19.10.2016,10/19/16,YoY,F,,Chicago,Collision - building,Released
2016-09054,Slate-colored Junco,19.10.2016,10/19/16,YoY,M,,Chicago,Collision - building,Released
2016-09055,Slate-colored Junco,19.10.2016,10/19/16,YoY,F,,Chicago,Collision - building,Released
2016-09056,Herring Gull,19.10.2016,10/19/16 12:15 PM,YoY,UNK,"3259 N Normandy, no side",Chicago,Unknown,Euthanized within 24 hour of admit
2016-09057,Slate-colored Junco,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09060,Swamp Sparrow,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09062,Common Yellowthroat,19.10.2016,10/19/16,YoY,M,,Chicago,Collision - building,Released
2016-09063,Tennessee Warbler,19.10.2016,10/19/16,YoY,UNK,,Chicago,Collision - building,Released
2016-09064,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09065,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09066,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09067,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09068,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09069,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09070,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09071,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09072,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09073,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09074,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09075,Brown Creeper,19.10.2016,10/19/16,UNK,UNK,,Chicago,Collision - building,Released
2016-09081,Yellow-bellied Sapsucker,20.10.2016,10/20/16 11:15 AM,YoY,UNK,820 N Wabash,Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09082,Hermit Thrush,20.10.2016,10/19/16 4 PM,A,UNK,111 N Wacker - Inside,Chicago,Collision - building,Released
2016-09083,Golden-crowned Kinglet,20.10.2016,10/19/16 2 PM,A,F,3429 W 47th,Chicago,Collision - building,Died before exam
2016-09084, White-throated Sparrow,20.10.2016,10/20/16 7:45 AM,YoY,UNK,300 S Riverside - West,Chicago,Collision - building,Released
2016-09085,Hermit Thrush,20.10.2016,10/20/16 8:55 AM,YoY,UNK,22 W Hubbard,Chicago,Collision - building,Released
2016-09086,Brown Creeper,20.10.2016,10/20/16 8:55 AM,UNK,UNK,311 S Wacker - N,Chicago,Collision - building,Died before exam
2016-09087,Brown Creeper,20.10.2016,10/20/16 7:45 AM,UNK,UNK,No Info,Chicago,Collision - building,Died before exam
2016-09088,Brown Creeper,20.10.2016,10/20/16 10:37 AM,UNK,UNK,"401 E. Illinois, North side",Chicago,Collision - building,Died before exam
2016-09089,Hermit Thrush,20.10.2016,10/20/16 9:30 AM,A,UNK,"Klizinski Building, South side",Chicago,Collision - building,Died within 24 hours
2016-09090,Brown Creeper,20.10.2016,10/20/16,UNK,UNK,,Chicago,Collision - building,Died before exam
2016-09091,Yellow-bellied Sapsucker,20.10.2016,10/20/16 6:45 AM,YoY,M,,Chicago,Collision - building,Died after 24 hrs
2016-09092,Brown Creeper,20.10.2016,10/20/16 9:30 AM,UNK,UNK,"AMA Plaza, W side",Chicago,Collision - building,Died before exam
2016-09093,Yellow-shafted Flicker,20.10.2016,10/19/16 9:30 PM,A,M,"W. Scott St, near Wells x Divis",Chicago,Collision - building,Released
2016-09094,Hermit Thrush,20.10.2016,10/19/16,A,UNK,5842 Glenwood,Chicago,Collision - building,Died after 24 hrs
2016-09095,Brown Creeper,20.10.2016,10/20/16 3:30 PM,UNK,UNK,30 W Madison,Chicago,Collision - building,Died before exam
2016-09096,Brown Creeper,20.10.2016,10/29/16,UNK,UNK,Downtown,Chicago,Collision - building,Died within 24 hours
2016-09097,Golden-crowned Kinglet,20.10.2016,10/20/16 9:15 AM,UNK,UNK,Dearborn/Adams,Chicago,Collision - building,Died within 24 hours
2016-09098,Brown Creeper,20.10.2016,10/20/16 11 AM,UNK,UNK,"219 S. Dearborn, West side",Chicago,Collision - building,Released
2016-09099,Hermit Thrush,20.10.2016,10/20/16 7:55 AM,YoY,UNK,,,Collision - building,Released
2016-09100, White-throated Sparrow,20.10.2016,10/20/16 7:45 AM,YoY,UNK,"100 S. Wacker, South side",Chicago,Collision - building,Released
2016-09101,Brown Creeper,20.10.2016,10/20/16 11 AM,UNK,UNK,"55 West Monroe, East side",Chicago,Collision - building,Released
2016-09102,Winter Wren,20.10.2016,10/20/16 8:55 AM,A,UNK,"200 W. Madison, South side",Chicago,Collision - building,Released
2016-09103,Brown Creeper,20.10.2016,10/20/16 8 AM,UNK,UNK,"230 W. Monroe, West side",Chicago,Collision - building,Released
2016-09104,Brown Creeper,20.10.2016,10/20/16 9:15 AM,UNK,UNK,"Dirksen, North side",Chicago,Collision - building,Released
2016-09105,Brown Creeper,20.10.2016,10/20/16 8 AM,UNK,UNK,"233 Michigan Plaza, South side",Chicago,Collision - building,Released
2016-09106,Tennessee Warbler,20.10.2016,10/20/16 6:45 AM,YoY,UNK,"AON, North side",Chicago,Collision - building,Released
2016-09107,Brown Creeper,20.10.2016,10/20/16 10:15 AM,UNK,UNK,"200 S. Wacker, inside",Chicago,Collision - building,Released
2016-09108,Golden-crowned Kinglet,20.10.2016,10/20/16 8 AM,A,M,"353 N. Clark, South side",Chicago,Collision - building,Released
2016-09114,Golden-crowned Kinglet,21.10.2016,10/21/16 7 AM,A,M,"AON Plaza, S Side",Chicago,Collision - building,Died before exam
2016-09115,Brown Creeper,21.10.2016,10/21/16,UNK,UNK,6320 N Broadway,Chicago,Collision - building,Died before exam
2016-09116,American Woodcock,21.10.2016,10/21/16 5:45 AM,A,UNK,"Kluczynski, N Side",Chicago,Collision - building,Released
2016-09117,American Woodcock,21.10.2016,10/21/16 5:45 AM,UNK,UNK,"Kluczynski, W Side",Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09118,American Woodcock,21.10.2016,10/21/16 5:40 AM,A,UNK,"Kluczynski, S Side",Chicago,Collision - building,Released
2016-09120, White-throated Sparrow,21.10.2016,10/21/16 8:40 AM,YoY,UNK,Post Office - S,Chicago,Collision - building,Released
2016-09121, White-throated Sparrow,21.10.2016,10/21/16 6:30 AM,YoY,UNK,300 S Riverside - W,Chicago,Collision - building,Released
2016-09122,Winter Wren,21.10.2016,10/21/16 6:10 AM,YoY,UNK,Hyatt Ctr,Chicago,Collision - building,Released
2016-09123,Hermit Thrush,21.10.2016,10/20/16 12:30 PM,YoY,UNK,"250 South Wacker, East side",Chicago,Collision - building,Released
2016-09124,Slate-colored Junco,21.10.2016,10/21 /16 6:15 AM,YoY,M,"1 South Wacker, North side",Chicago,Collision - building,Released
2016-09125,Slate-colored Junco,21.10.2016,10/21 /16 6:55 AM,YoY,F,"100 S. Wacker, South side",Chicago,Collision - building,Released
2016-09127,Slate-colored Junco,21.10.2016,10/21/16,YoY,UNK,2147 N Southport,Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09128,Fox Sparrow,21.10.2016,10/21/16 1:15 PM,UNK,UNK,400 N LaSalle,Chicago,Collision - building,Died within 24 hours
2016-09129,Golden-crowned Kinglet,21.10.2016,10/21/16 10:45 AM,A,M,65 E Harrison,Chicago,Collision - building,Died before exam
2016-09131,Red-tailed Hawk,21.10.2016,10/21/16,A,UNK,(Reed Mental Health Facility) Irving Park & Oak Park Rd.,Chicago,Collision - window,Euthanized after 24 hours
2016-09132,Golden-crowned Kinglet,21.10.2016,10/21/16 AM,A,M,3226 N Lincoln Avenue,Chicago,Collision - building,Released
2016-09133,Orange-crowned Warbler,21.10.2016,10/21/16 11:15 AM,A,UNK,1919 W Taylor,Chicago,Collision - building,Released
2016-09134,Ruby-crowned Kinglet,21.10.2016,10/21/16 8:49 AM,A,M,"300 S Riverside, W Side",Chicago,Collision - building,Released
2016-09135,Hermit Thrush,21.10.2016,10/21/16 8:45 AM,YoY,UNK,"333 E Benton, N Side",Chicago,Collision - building,Released
2016-09136, White-throated Sparrow,21.10.2016,10/21/16 9:05 AM,A,UNK,"Time Life Building, N Side",Chicago,Collision - building,Released
2016-09137,Golden-crowned Kinglet,21.10.2016,10/21/16 11:30 AM,A,UNK,"Art Institue, E Side",Chicago,Collision - building,Released
2016-09138, White-throated Sparrow,21.10.2016,10/21/16 10:15 AM,YoY,UNK,181 W Madison - N,Chicago,Collision - building,Released
2016-09139,Golden-crowned Kinglet,21.10.2016,10/21/16 8 AM,A,M,5547 N Ravenswood,Chicago,Collision - building,Released
2016-09141,Eastern Towhee,21.10.2016,10/21/16 2 PM,UNK,UNK,Canal/Roosevelt,Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09149,Slate-colored Junco,22.10.2016,10/22/16 9:30 AM,A,F,71 S Wacker /Alley,Chicago,Collision - building,Released
2016-09150,Brown Creeper,22.10.2016,10/22/16,UNK,UNK,??,Chicago,Collision - building,Released
2016-09151,Slate-colored Junco,22.10.2016,10/22/16 9:20 AM,A,UNK,1 S Wacker - N,Chicago,Collision - building,Released
2016-09152, White-throated Sparrow,22.10.2016,10/22/16 7:30 AM,YoY,UNK,AON Center - E,Chicago,Collision - building,Released
2016-09153,Fox Sparrow,22.10.2016,10/22/16 9:45 AM,YoY,UNK,303 E Ohio St,Chicago,Collision - building,Released
2016-09154,Hermit Thrush,22.10.2016,10/22/16 PM,YoY,UNK,2340 N. Lincoln Park,West Chicago,Unknown,Released
2016-09155,Hermit Thrush,22.10.2016,10/22/16,YoY,UNK,,Chicago,Unknown,Released
2016-09156,Hermit Thrush,22.10.2016,10/22/16 9:40 AM,YoY,UNK,"1526 N. Hoyne, East side",Chicago,Collision - building,Released
2016-09157,Canada Goose,23.10.2016,10/23/16 10 AM,A,UNK,(Costco) 505 Army Trail,Bloomingdale,Collision - car,Euthanized within 24 hour of admit
2016-09164,Canada Goose,23.10.2016,10/23/16 11 AM,A,UNK,Belmont Harbor,Chicago,Entanglement - fishing line,Euthanized after 24 hours
2016-09165,American Bittern,23.10.2016,10/22/16 5 PM,A,UNK,Calumet Park - 95th & Ewing,Chicago,Unknown,Euthanized after 24 hours
2016-09166,Cooper's Hawk,23.10.2016,10/23/16 9 AM,YoY,UNK,Orchard & Webster - Oz Park,Chicago,Collision - window,Released
2016-09167,American Bittern,23.10.2016,10/23/16 12:30 PM,UNK,UNK,2857 Burling,Chicago,Unknown,Released
2016-09169,Brown Creeper,23.10.2016,10/23/16 9:50 AM,UNK,UNK,"880 N Lake Shore Drive, N Side",Chicago,Collision - building,Died before exam
2016-09170,Slate-colored Junco,23.10.2016,10/23/16 2 PM,UNK,UNK,"Prudential II, E Side",Chicago,Collision - building,Died after 24 hrs
2016-09171,Ruby-crowned Kinglet,23.10.2016,10/23/16 8 AM,YoY,UNK,"35 W Wacker, N Side",Chicago,Collision - building,Died after 24 hrs
2016-09172,Hermit Thrush,23.10.2016,10/23/16 8:45 AM,YoY,UNK,"State, btwn Randolph & Lake",Chicago,Collision - building,Released
2016-09173, White-throated Sparrow,23.10.2016,10/23/16 2 PM,YoY,UNK,"Prudential II, E Side",Chicago,Collision - building,Released
2016-09174,Hermit Thrush,23.10.2016,10/23/16 8:30 AM,YoY,UNK,"300 N LaSalle, S Side",Chicago,Collision - building,Released
2016-09175,Fox Sparrow,23.10.2016,10/23/16 6:48 AM,YoY,UNK,"120 S Riverside Plaza, E Side",Chicago,Collision - building,Released
2016-09177,Slate-colored Junco,23.10.2016,10/23/16 7:01 AM,YoY,F,540 W. Madison (S sd),Chicago,Collision - building,Released
2016-09178,Golden-crowned Kinglet,23.10.2016,10/23/16 7:25 AM,A,M,303 E. Wacker (E sd),Chicago,Collision - building,Released
2016-09179,Golden-crowned Kinglet,23.10.2016,10/21/16 3:30 PM,A,M,5434 N. Clark (W sd),Chicago,Collision - building,Released
2016-09180,Hermit Thrush,23.10.2016,10/23/16 6:55 AM,YoY,UNK,300 S. Wacker Dr,Chicago,Collision - building,Released
2016-09182,Ruby-crowned Kinglet,24.10.2016,10/23/16 7 PM,UNK,UNK,3360 S State St,Chicago,Collision - building,Died within 24 hours
2016-09183,American Woodcock,24.10.2016,10/24/16 7:30 AM,A,UNK,"Dirksen Courthouse, S Side",Chicago,Collision - building,Died after 24 hrs
2016-09184,Yellow-bellied Sapsucker,24.10.2016,10/24/16 9:10 AM,YoY,UNK,"Sears, S Side",Chicago,Collision - building,Euthanized within 24 hour of admit
2016-09185,Ruby-crowned Kinglet,24.10.2016,10/24/16 8:25 AM,A,M,"300 S Riverside, W Side",Chicago,Collision - building,Released
2016-09186,Slate-colored Junco,24.10.2016,10/24/16 7:40 AM,A,M,"205 Michigan Plaza, E side",Chicago,Collision - building,Released
2016-09187,Slate-colored Junco,24.10.2016,10/24/16 7:20 AM,A,M,"Lancaster Condos, W Side",Chicago,Collision - building,Released
2016-09188,Brown Creeper,24.10.2016,10/24/16 7:40 AM,UNK,UNK,"230 S Dearborn, SE side",Chicago,Collision - building,Released
2016-09189,Hermit Thrush,24.10.2016,10/24/16 9 AM,YoY,UNK,"AON Building, N Side",Chicago,Collision - building,Released
2016-09190,Brown Creeper,24.10.2016,10/24/16 10 AM,UNK,UNK,"311 S Wacker, N Side",Chicago,Collision - building,Released
2016-09198,Cooper's Hawk,25.10.2016,10/24/16 9 AM,UNK,UNK,"Clinton at Randolph, no side",Chicago,Unknown,Dead on arrival
2016-09201,Winter Wren,25.10.2016,10/25/16 8:20 AM,UNK,UNK,200 W. Madison (SE corner),Chicago,Collision - building,Died within 24 hours
2016-09202,Winter Wren,25.10.2016,10/25/16 7:30 AM,UNK,UNK,111 E. Wacker Parking Garage (N,Chicago,Collision - building,Released
2016-09203,Slate-colored Junco,25.10.2016,10/25/16 9:17 AM,A,F,Franklin/Wacker St (N sd),Chicago,Collision - building,Released
2016-09204,Brown Creeper,25.10.2016,10/25/16 7 AM,UNK,UNK,Willis Tower (NW corner),Chicago,Collision - building,Released
2016-09205,Slate-colored Junco,25.10.2016,10/25/16 7:10 AM,YoY,F,715 Wacker (NE corner),Chicago,Collision - building,Released
2016-09206,Brown Creeper,25.10.2016,10/25/16 7:20 AM,UNK,UNK,Durkin Bldg (W sd),Chicago,Collision - building,Released
2016-09207,Slate-colored Junco,25.10.2016,10/25/16 8:45 AM,YoY,F,"Daley Center, north side",Chicago,Collision - building,Released
2016-09208,Sora,25.10.2016,10/25/16 7:30 AM,YoY,UNK,"188 W Madison, south side",Chicago,Collision - building,Released
2016-09209, White-throated Sparrow,25.10.2016,10/25/16 AM,YoY,UNK,,Chicago,Collision - building,Released
2016-09210,White-crowned Sparrow,25.10.2016,10/24/16 11 AM,YoY,UNK,"6519 S Dorchester, no side",Chicago,Collision - building,Released
2016-09212,Yellow-bellied Sapsucker,25.10.2016,10/25/16 11 AM,YoY,F,353 N. LaSalle,Chicago,Collision - building,Released
